individual_round,individual,sample,round,model_spp_gr,spp,model,mpa,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,flam_index,max_mpa_sample,location
2020_October_ABCO_1.4_1,2020_October_ABCO_1.4,1.4,1,"2020_October_HP_ABCO_(130,140]",ABCO,HP,0.312,0,25,51,3,54,14,56,39,1,276.9,322.2,281.4,NA,3.1525,1,2020_October,2020,October,7.5349,7.9775,0.4426,1,131.374295,131.374295,"(130,140]",2020_October,0.61,Dry,1,100,0.7142857142857143,hydrated,"(130,135]","(130,140]","(120,140]",45.30000000000001,0.9445189595738014,1.31374295,17.02417532760958,17.640421171783487,-0.312,seki
2020_October_ARPA_1.1_1,2020_October_ARPA_1.1,1.1,1,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.072,0,39,118,0.5,50,16,99,78,1,255.4,251.4,229.6,NA,4.9213,1,2020_October,2020,October,6.6265,7.0918,0.4653,1,115.8615538,115.8615538,"(110,120]",2020_October,0.61,Dry,1,90,0.625,hydrated,"(115,120]","(110,120]","(100,120]",-4,0.9343890126625116,1.158615538,14.241349666881582,24.18300911629532,-0.072,seki
2020_October_ARPA_1.2_1,2020_October_ARPA_1.2,1.2,1,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.109,0,21,50,0.5,50,33,329,296,1,228.8,286.3,249.7,NA,3.1326,0,2020_October,2020,October,7.5641,7.9235,0.3594,1,112.1722846,112.1722846,"(110,120]",2020_October,0.61,Dry,1,90,0.30303030303030304,hydrated,"(110,115]","(110,120]","(100,120]",57.5,0.9546412570202562,1.121722846,21.04646633277685,20.802828870250085,-0.109,seki
2020_October_ARPA_1.2_2,2020_October_ARPA_1.2,1.2,2,"2020_October_HP_ARPA_(110,120]",ARPA,HP,1.859,0,21,47,0.5,47,47,138,91,1,212.5,413.5,241.4,NA,5.5904,0,2020_October,2020,October,7.7409,8.2782,0.5373,1,110.7378401,110.7378401,"(110,120]",2020_October,0.61,Dry,1,90,0.2127659574468085,hydrated,"(110,115]","(110,120]","(100,120]",201,0.9350945857795172,1.107378401,14.407035175879397,21.60339610045547,-0.109,seki
2020_October_ARPA_1.3_5,2020_October_ARPA_1.3,1.3,5,"2020_October_HP_ARPA_(70,80]",ARPA,HP,5.558,0,31,88,0.5,117,6,329,294,1,243.9,261.2,260.8,NA,3.948,1,2020_October,2020,October,12.6346,13.0247,0.3901,1,75.26529037,75.26529037,"(70,80]",2020_October,0.61,Dry,1,90,1.6666666666666667,moderate,"(75,80]","(70,80]","(60,80]",17.299999999999983,0.9700492141853556,0.7526529037,32.38810561394514,13.819589127281777,-0.113,seki
2020_October_ARPA_1.4_3,2020_October_ARPA_1.4,1.4,3,"2020_October_HP_ARPA_(40,50]",ARPA,HP,3.377,0,26,40,0.5,40,12,45,33,1,254.1,253.3,249.4,NA,2.8179,0,2020_October,2020,October,7.5363,7.6928,0.1565,1,44.49815183,44.49815183,"(40,50]",2020_October,0.61,Dry,1,100,0.8333333333333334,dry,"(40,45]","(40,50]","(40,60]",-0.799999999999983,0.9796563019966722,0.4449815183,48.155271565495205,25.056802021716333,-0.134,seki
2020_October_ARPA_1.4_3,2020_October_ARPA_1.4,1.4,3,"2020_October_HP_ARPA_(40,50]",ARPA,HP,3.377,0,29,32,0.5,32,20,129,109,1,235.6,263.6,238.5,NA,2.8179,0,2020_October,2020,October,7.5363,7.6928,0.1565,1,44.49815183,44.49815183,"(40,50]",2020_October,0.61,Dry,1,100,0.5,dry,"(40,45]","(40,50]","(40,60]",28.00000000000003,0.9796563019966722,0.4449815183,48.155271565495205,29.401697144999932,-0.134,seki
2020_October_ARPA_1.5_3,2020_October_ARPA_1.5,1.5,3,"2020_October_HP_ARPA_(100,110]",ARPA,HP,3.128,0,40,51,0.5,50,20,195,175,1,266.9,280.6,262.7,NA,4.2343,0,2020_October,2020,October,7.6145,7.9789,0.3644,1,101.98712570000001,101.98712570000001,"(100,110]",2020_October,0.61,Dry,1,100,0.5,hydrated,"(100,105]","(100,110]","(100,120]",13.700000000000044,0.9543295441727556,1.019871257,20.89599341383095,24.33650022555657,-0.084,seki
2020_October_ARPA_1.5_4,2020_October_ARPA_1.5,1.5,4,"2020_October_HP_ARPA_(140,150]",ARPA,HP,1.382,0,21,51,0.5,51,20,229,157,1,239.1,270.2,246.6,NA,3.4052,0,2020_October,2020,October,7.5942,8.1631,0.5689,1,143.8068756,143.8068756,"(140,150]",2020_October,0.61,Dry,1,100,0.1388888888888889,hydrated,"(140,145]","(140,150]","(140,160]",31.09999999999999,0.9303083387438597,1.438068756,13.348918966426435,20.552782937456275,-0.084,seki
2020_October_ARPA_2.1_3,2020_October_ARPA_2.1,2.1,3,"2020_October_HP_ARPA_(80,90]",ARPA,HP,5.948,0,16,31,0.5,31,29,144,115,1,261.7,284.4,261.6,NA,3.7074,0,2020_October,2020,October,7.6266,7.9877,0.3611,2,80.58469092,80.58469092,"(80,90]",2020_October,0.61,Dry,1,90,0.3448275862068966,moderate,"(80,85]","(80,90]","(80,100]",22.69999999999999,0.9547929942286264,0.8058469092,21.120465245084464,26.132187701895063,-0.13,seki
2020_October_ARPA_2.1_4,2020_October_ARPA_2.1,2.1,4,"2020_October_HP_ARPA_(80,90]",ARPA,HP,1.038,DW may be off-find another written down?,26,40,0.5,40,26,132,106,1,264.3,329,268.8,NA,4.3009,0,2020_October,2020,October,7.6699,8.0808,0.4109,2,84.96691481,84.96691481,"(80,90]",2020_October,0.61,Dry,1,90,0.38461538461538464,moderate,"(80,85]","(80,90]","(80,100]",64.69999999999999,0.949151074151074,0.8496691481,18.666098807495743,25.056802021716333,-0.13,seki
2020_October_ARPA_2.1_5,2020_October_ARPA_2.1,2.1,5,"2020_October_HP_ARPA_(80,90]",ARPA,HP,2.556,0,26,48,0.5,48,16,256,240,1,233,266.1,247.1,NA,2.8463,0,2020_October,2020,October,12.3325,12.5355,0.203,2,84.75991649,84.75991649,"(80,90]",2020_October,0.61,Dry,1,90,0.625,moderate,"(80,85]","(80,90]","(80,100]",33.10000000000002,0.9838059909856008,0.8475991649,60.75123152709359,22.428340717687785,-0.13,seki
2020_October_ARPA_2.4_2,2020_October_ARPA_2.4,2.4,2,"2020_October_HP_ARPA_(100,110]",ARPA,HP,4.224,0,20,47,0.5,47,32,40,8,1,219.2,260.1,223.1,NA,4.2035,0,2020_October,2020,October,7.6118,8.0281,0.4163,2,100.3858211,100.3858211,"(100,110]",2020_October,0.61,Dry,1,100,0.3125,hydrated,"(100,105]","(100,110]","(100,120]",40.900000000000034,0.9481446419451676,1.003858211,18.28441028104732,21.364825724809524,-0.046,seki
2020_October_ARPA_2.4_4,2020_October_ARPA_2.4,2.4,4,"2020_October_HP_ARPA_(90,100]",ARPA,HP,2.671,0,36,50,0.5,50,22,192,170,1,259.7,312.7,246,NA,6.1003,1,2020_October,2020,October,7.7544,8.2378,0.4834,2,90.79639369,90.79639369,"(90,100]",2020_October,0.61,Dry,1,85,0.4545454545454546,hydrated,"(90,95]","(90,100]","(80,100]",53,0.9413192842749278,0.9079639369,16.041373603640878,23.70398704961828,-0.046,seki
2020_October_ARPA_2.5_4,2020_October_ARPA_2.5,2.5,4,"2020_October_HP_ARPA_(90,100]",ARPA,HP,3.564,0,31,53,0.5,53,23,198,175,1,246.1,274.5,245.8,NA,2.5001,0,2020_October,2020,October,7.5616,7.8713,0.3097,2,95.08750384,95.08750384,"(90,100]",2020_October,0.61,Dry,1,85,0.43478260869565216,hydrated,"(95,100]","(90,100]","(80,100]",28.40000000000001,0.96065452974731,0.9508750384,24.41588634162093,22.039760312698427,-0.11,seki
2020_October_CECO_1.1_3,2020_October_CECO_1.1,1.1,3,"2020_October_HP_CECO_(80,90]",CECO,HP,3.827,0,16,562,0.5,562,15,110,95,2,230.7,279.5,247.2,NA,1.8793,0,2020_October,2020,October,12.4064,12.5882,0.1818,1,82.1880651,82.1880651,"(80,90]",2020_October,0.61,Dry,NA,NA,0.6666666666666666,moderate,"(80,85]","(80,90]","(80,100]",48.80000000000001,0.985557903433374,0.8218806510000001,68.24202420242024,13.948662246598667,-0.486,seki
2020_October_CECO_1.1_7,2020_October_CECO_1.1,1.1,7,"2020_October_HP_CECO_(30,40]",CECO,HP,8.25,0,15,24,393,417,9,495,84,2,284.8,308.4,279.7,NA,1.0904,1,2020_October,2020,October,12.7393,12.9376,0.1983,1,35.65905413,35.65905413,"(30,40]",2020_October,0.61,Dry,NA,NA,0.5555555555555556,dry,"(35,40]","(30,40]","(20,40]",23.59999999999997,0.9846725822409104,0.3565905413,64.24256177508825,15.878796731756273,-0.486,seki
2020_October_CECO_1.1_9,2020_October_CECO_1.1,1.1,9,"2020_October_HP_CECO_(50,60]",CECO,HP,6.78,Missing lfm and flam weight,19,27,364,391,11,479,104,2,240.8,241.8,236.1,NA,1.2819,1,2020_October,2020,October,7.6299,7.8567,0.1984,1,NA,57.86986661688685,"(50,60]",2020_October,0.61,Dry,NA,NA,0.9090909090909092,dry,"(55,60]","(50,60]","(40,60]",1,0.9711329184008554,0.5786986661688686,38.45715725806452,17.303471617016374,-0.486,seki
2020_October_CECO_1.2_1,2020_October_CECO_1.2,1.2,1,"2020_October_HP_CECO_(120,130]",CECO,HP,0.152,0,23,690,0.5,690,4,4,101.5,2,266.9,291.7,291.6,NA,1.6206,0,2020_October,2020,October,7.3915,7.6188,0.2273,1,124.6845858,124.6845858,"(120,130]",2020_October,0.61,Dry,NA,NA,2.5,hydrated,"(120,125]","(120,130]","(120,140]",24.80000000000001,0.9701659053919252,1.246845858,32.51869775626925,13.900892441749228,-0.152,seki
2020_October_CECO_1.2_4,2020_October_CECO_1.2,1.2,4,"2020_October_HP_CECO_(80,90]",CECO,HP,3.229,0,34,152,257,409,10,408,141,2,277.2,302.9,302.9,NA,3.449,1,2020_October,2020,October,12.3428,12.8743,0.5315,1,NA,86.71741609544593,"(80,90]",2020_October,0.61,Dry,NA,NA,1,moderate,"(85,90]","(80,90]","(80,100]",25.69999999999999,0.9587162020459364,0.8671741609544593,23.22257761053622,19.46977491081824,-0.152,seki
2020_October_CECO_1.3_3,2020_October_CECO_1.3,1.3,3,"2020_October_HP_CECO_(70,80]",CECO,HP,2.003,0,15,94.5,265.5,403,9,417.5,90,2,266.9,264.2,272.1,NA,1.8484,1,2020_October,2020,October,12.4299,12.608,0.1781,1,77.26681128,77.26681128,"(70,80]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,moderate,"(75,80]","(70,80]","(60,80]",-2.6999999999999886,0.9858740482233502,0.7726681128,69.79169006176305,16.162131778743717,-0.58,seki
2020_October_CECO_1.3_5,2020_October_CECO_1.3,1.3,5,"2020_October_HP_CECO_(70,80]",CECO,HP,4.884,0,25,2,315,317,17,433,101,2,229.2,245,244.5,NA,2.5169,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,71.73038229,71.73038229,"(70,80]",2020_October,0.61,Dry,NA,NA,0.5882352941176471,moderate,"(70,75]","(70,80]","(60,80]",15.800000000000011,0.9723489794071642,0.7173038228999999,35.16503038803179,20.731031031262464,-0.58,seki
2020_October_CECO_1.3_6,2020_October_CECO_1.3,1.3,6,"2020_October_HP_CECO_(50,60]",CECO,HP,6.513,0,19,94.5,0.5,403,9,417.5,101.5,2,237.9,278.4,276.7,NA,2.473,0,2020_October,2020,October,7.5998,7.8373,0.2375,1,59.03554561,59.03554561,"(50,60]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,dry,"(55,60]","(50,60]","(40,60]",40.49999999999997,0.9696961963941664,0.5903554561,31.999157894736843,17.03106583508556,-0.58,seki
2020_October_CECO_1.3_7,2020_October_CECO_1.3,1.3,7,"2020_October_HP_CECO_(50,60]",CECO,HP,8,0,16.3,210,179,389,8,292,105,2,231.8,258,234.8,NA,1.5524,1,2020_October,2020,October,12.4963,12.6664,0.1701,1,51.81236674,51.81236674,"(50,60]",2020_October,0.61,Dry,NA,NA,1.25,dry,"(50,55]","(50,60]","(40,60]",26.19999999999999,0.9865707699109456,0.5181236674,73.4644326866549,16.763164164456395,-0.58,seki
2020_October_CECO_1.4_1,2020_October_CECO_1.4,1.4,1,"2020_October_HP_CECO_(130,140]",CECO,HP,0.384,0,15,224,266,490,9,403,128,2,286.1,316.8,313.6,NA,1.5,1,2020_October,2020,October,7.5047,7.8876,0.3829,1,130.4599659,130.4599659,"(130,140]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(130,135]","(130,140]","(120,140]",30.69999999999999,0.9514554490592828,1.304599659,19.599634369287017,14.657193749851547,-0.384,seki
2020_October_CECO_1.4_5,2020_October_CECO_1.4,1.4,5,"2020_October_HP_CECO_(60,70]",CECO,HP,5.098,0,26,17,431,448,5,521,85,2,255.3,252.5,250.4,NA,1.0724,1,2020_October,2020,October,7.6504,7.9528,0.3024,1,68.15415822,68.15415822,"(60,70]",2020_October,0.61,Dry,NA,NA,2,moderate,"(65,70]","(60,70]","(60,80]",-2.8000000000000114,0.9619756563725984,0.6815415821999999,25.2989417989418,17.38998969913578,-0.384,seki
2020_October_CECO_1.4_7,2020_October_CECO_1.4,1.4,7,"2020_October_HP_CECO_(60,70]",CECO,HP,6.632,0,16,94.5,377,377,5,731,101.5,2,257.6,241.5,248.3,NA,1.9293,1,2020_October,2020,October,12.702,12.9552,0.2532,1,61.47123088,61.47123088,"(60,70]",2020_October,0.61,Dry,NA,NA,2,moderate,"(60,65]","(60,70]","(60,80]",-16.100000000000023,0.9804557243423492,0.6147123088,50.165876777251185,16.976325957532985,-0.384,seki
2020_October_CECO_1.5_3,2020_October_CECO_1.5,1.5,3,"2020_October_HP_CECO_(90,100]",CECO,HP,3.267,0,14,381,0.5,381,9,214,205,2,225.6,280.7,284.4,NA,1.4539,0,2020_October,2020,October,12.5217,12.8366,0.3149,1,90.80161476,90.80161476,"(90,100]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(90,95]","(90,100]","(80,100]",55.099999999999994,0.975468582023277,0.9080161476,39.7640520800254,16.40917588288983,-0.183,seki
2020_October_CECO_1.5_5,2020_October_CECO_1.5,1.5,5,"2020_October_HP_CECO_(60,70]",CECO,HP,4.495,0,16,15,398,413,11,526,117,2,254.8,274.5,276.6,NA,1.2642,1,2020_October,2020,October,7.574,7.7455,0.1715,1,64.86384266,64.86384266,"(60,70]",2020_October,0.61,Dry,NA,NA,0.9090909090909092,moderate,"(60,65]","(60,70]","(60,80]",19.69999999999999,0.9778581111613196,0.6486384266,44.16326530612245,16.180846669324602,-0.183,seki
2020_October_CECO_1.5_8,2020_October_CECO_1.5,1.5,8,"2020_October_HP_CECO_(40,50]",CECO,HP,8,0,25,16,0.5,16,12,398,101.5,2,223.9,240.3,238.3,NA,1.6316,0,2020_October,2020,October,7.6737,7.9116,0.2379,1,50,50,"(40,50]",2020_October,0.61,Dry,NA,NA,0.8333333333333334,dry,"(45,50]","(40,50]","(40,60]",16.400000000000006,0.9699302290307904,0.5,32.25598991172762,150.9422696574568,-0.183,seki
2020_October_CECO_1.6_2,2020_October_CECO_1.6,1.6,2,"2020_October_HP_CECO_(100,110]",CECO,HP,0.73,0,31,49,405,454,7,525,113,2,252.5,323.4,294,NA,2.1622,1,2020_October,2020,October,7.5927,7.9354,0.3427,1,105.0582465,105.0582465,"(100,110]",2020_October,0.61,Dry,NA,NA,1.4285714285714286,hydrated,"(105,110]","(100,110]","(100,120]",70.89999999999998,0.95681377120246,1.050582465,22.155529617741465,18.045117209403376,-0.138,seki
2020_October_CECO_1.6_3,2020_October_CECO_1.6,1.6,3,"2020_October_HP_CECO_(50,60]",CECO,HP,1.841,0,6,6,364,370,5,450,81,2,298.9,298.2,298.2,NA,0.9363,1,2020_October,2020,October,12.2821,12.3738,0.0917,1,57.74559194,57.74559194,"(50,60]",2020_October,0.61,Dry,NA,NA,2,dry,"(55,60]","(50,60]","(40,60]",-0.6999999999999886,0.9925891803649648,0.5774559194,133.93784078516902,14.467494112718464,-0.138,seki
2020_October_CECO_1.6_5,2020_October_CECO_1.6,1.6,5,"2020_October_HP_CECO_(80,90]",CECO,HP,4.08,0,10,12,403,415,10,494,81,2,255.4,247.4,244.6,NA,1.224,1,2020_October,2020,October,7.4486,7.6253,0.1767,1,83.7044055,83.7044055,"(80,90]",2020_October,0.61,Dry,NA,NA,1,moderate,"(80,85]","(80,90]","(80,100]",-8,0.9768271412272304,0.8370440549999999,42.153933220147145,14.711204706846097,-0.138,seki
2020_October_CECO_1.6_6,2020_October_CECO_1.6,1.6,6,"2020_October_HP_CECO_(50,60]",CECO,HP,9,0,12,10,469,479,8,538,61,2,271.1,271.4,271.6,NA,0.9221,1,2020_October,2020,October,7.5101,7.6603,0.1502,1,57.43785851,57.43785851,"(50,60]",2020_October,0.61,Dry,NA,NA,1.25,dry,"(55,60]","(50,60]","(40,60]",0.2999999999999545,0.9803924128297848,0.5743785851,50.00066577896139,14.162437154220138,-0.138,seki
2020_October_CECO_1.6_7,2020_October_CECO_1.6,1.6,7,"2020_October_HP_CECO_(80,90]",CECO,HP,5.326,0,16,16,370,386,5,452,77,2,247.6,333.3,230.9,NA,1.174,1,2020_October,2020,October,12.7826,13.193,0.4104,1,86.60054864,86.60054864,"(80,90]",2020_October,0.61,Dry,NA,NA,2,moderate,"(85,90]","(80,90]","(80,100]",85.70000000000002,0.96889259455772,0.8660054864,31.146686159844055,16.763981894087145,-0.138,seki
2020_October_CECO_2.1_1,2020_October_CECO_2.1,2.1,1,"2020_October_HP_CECO_(100,110]",CECO,HP,0.311,0,18,31,144,175,12,217,61,2,253.5,282.1,290.9,NA,1.1957,1,2020_October,2020,October,7.4677,7.7115,0.2438,2,107.4008811,107.4008811,"(100,110]",2020_October,0.61,Dry,NA,NA,0.8333333333333334,hydrated,"(105,110]","(100,110]","(100,120]",28.600000000000023,0.968384879725086,1.074008811,30.630434782608695,27.823812810261256,-0.311,seki
2020_October_CECO_2.1_6,2020_October_CECO_2.1,2.1,6,"2020_October_HP_CECO_(60,70]",CECO,HP,3.995,0,19,94,283,377,12,386,91,2,266.6,245.5,243,NA,0.901,1,2020_October,2020,October,7.5347,7.7406,0.2059,2,63.10144039,63.10144039,"(60,70]",2020_October,0.61,Dry,NA,NA,0.8333333333333334,moderate,"(60,65]","(60,70]","(60,80]",-21.100000000000023,0.973399994832442,0.6310144039,36.59397765905779,17.642492676813454,-0.311,seki
2020_October_CECO_2.2_1,2020_October_CECO_2.2,2.2,1,"2020_October_HP_CECO_(110,120]",CECO,HP,0.199,0,26,382,98,480,13,188,77,2,250.8,304.7,307,NA,1.5164,1,2020_October,2020,October,7.4614,7.7623,0.3009,2,113.4615385,113.4615385,"(110,120]",2020_October,0.61,Dry,NA,NA,0.7692307692307693,hydrated,"(110,115]","(110,120]","(100,120]",53.89999999999998,0.9612357162181312,1.134615385,24.796942505815885,16.811270950480036,-0.199,seki
2020_October_CECO_2.2_3,2020_October_CECO_2.2,2.2,3,"2020_October_HP_CECO_(60,70]",CECO,HP,3.898,0,10,181,265,446,11,538,262,2,305.3,304.6,304.9,NA,1.5471,1,2020_October,2020,October,12.3457,12.4841,0.1384,2,68.0432645,68.0432645,"(60,70]",2020_October,0.61,Dry,NA,NA,0.9090909090909092,moderate,"(65,70]","(60,70]","(60,80]",-0.6999999999999886,0.9889138984788652,0.6804326450000001,89.20303468208094,14.1833083145188,-0.199,seki
2020_October_CECO_2.3_3,2020_October_CECO_2.3,2.3,3,"2020_October_HP_CECO_(80,90]",CECO,HP,2.983,0,14,8,14,22,7,109,88,2,282.9,279,282.2,NA,1.1734,1,2020_October,2020,October,12.5409,12.789,0.2481,2,81.45108339,81.45108339,"(80,90]",2020_October,0.61,Dry,NA,NA,1.4285714285714286,moderate,"(80,85]","(80,90]","(80,100]",-3.8999999999999777,0.9806005160684964,0.8145108338999999,50.547762998790816,110.54588428063666,-0.107,seki
2020_October_CECO_2.3_4,2020_October_CECO_2.3,2.3,4,"2020_October_HP_CECO_(70,80]",CECO,HP,4.046,0,3,17,412,429,2,477,63,2,279.2,268.6,268.6,NA,1.1204,1,2020_October,2020,October,12.4681,12.6459,0.1778,2,73.10855263,73.10855263,"(70,80]",2020_October,0.61,Dry,NA,NA,5,moderate,"(70,75]","(70,80]","(60,80]",-10.599999999999966,0.9859401070702758,0.7310855263,70.12429696287964,12.49645358417355,-0.107,seki
2020_October_CECO_2.4_1,2020_October_CECO_2.4,2.4,1,"2020_October_HP_CECO_(120,130]",CECO,HP,0.169,0,11,76,409,485,9,515,97,2,246.9,279.8,288.4,NA,1.5394,1,2020_October,2020,October,7.4788,7.7868,0.308,2,123.5459286,123.5459286,"(120,130]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(120,125]","(120,130]","(120,140]",32.900000000000006,0.9604458827759798,1.235459286,24.28181818181818,13.848396360021813,-0.169,seki
2020_October_CECO_2.4_5,2020_October_CECO_2.4,2.4,5,"2020_October_HP_CECO_(80,90]",CECO,HP,4.574,0,24,41,354,395,2,506,150,2,228.5,278.4,234.7,NA,1.5129,1,2020_October,2020,October,7.479,7.6657,0.1867,2,80.06003431,80.06003431,"(80,90]",2020_October,0.61,Dry,NA,NA,5,moderate,"(80,85]","(80,90]","(80,100]",49.89999999999998,0.9756447552082652,0.8006003431000001,40.058918050348154,18.189503382427336,-0.169,seki
2020_October_CECO_2.5_4,2020_October_CECO_2.5,2.5,4,"2020_October_HP_CECO_(100,110]",CECO,HP,1.648,0,4,44,557,601,9,730,164,2,266.9,285.2,282.6,NA,1.4876,1,2020_October,2020,October,12.4462,12.7065,0.2603,2,100.4243827,100.4243827,"(100,110]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(100,105]","(100,110]","(100,120]",18.30000000000001,0.9795144217526462,1.004243827,47.81482904341145,10.926220448301802,-0.138,seki
2020_October_PIJE_1.3_5,2020_October_PIJE_1.3,1.3,5,"2020_October_HP_PIJE_(120,130]",PIJE,HP,3.007,0,45,94,0.5,94,28,140,112,1,267.7,407.9,289.3,100,10.0593,0,2020_October,2020,October,7.4928,7.7728,0.28,1,122.3776224,122.3776224,"(120,130]",2020_October,0.61,Dry,1,95,0.35714285714285715,hydrated,"(120,125]","(120,130]","(120,140]",140.2,0.9639769452449568,1.223776224,26.76,14.248641145404267,-0.314,seki
2020_October_PIJE_1.6_3,2020_October_PIJE_1.6,1.6,3,"2020_October_HP_PIJE_(100,110]",PIJE,HP,3.468,0,41,92,9,101,24,92,26,1,270.7,291.7,262.7,100,7.6777,1,2020_October,2020,October,12.6516,13.1802,0.5286,1,109.3504344,109.3504344,"(100,110]",2020_October,0.61,Dry,1,95,0.17543859649122806,hydrated,"(105,110]","(100,110]","(100,120]",21,0.9598943870350982,1.093504344,23.93416572077185,13.474632499628012,-0.337,seki
2020_October_PIJE_1.6_5,2020_October_PIJE_1.6,1.6,5,"2020_October_HP_PIJE_(130,140]",PIJE,HP,2.182,0,43,109,0.5,109,22,264,54,1,283.6,348.9,289.9,100,7.4247,0,2020_October,2020,October,7.7024,8.3136,0.6112,1,132.8984562,132.8984562,"(130,140]",2020_October,0.61,Dry,1,95,0.4545454545454546,hydrated,"(130,135]","(130,140]","(120,140]",65.29999999999995,0.9264819091608932,1.328984562,12.602094240837696,13.17687344025957,-0.337,seki
2020_October_PIJE_1.8_3,2020_October_PIJE_1.8,1.8,3,"2020_October_HP_PIJE_(130,140]",PIJE,HP,3.089,0,49,79,13,92,21,171,137,1,278.4,365.2,263.8,100,11.7541,1,2020_October,2020,October,12.53,13.0209,0.4909,1,138.048369,138.048369,"(130,140]",2020_October,0.61,Dry,1,95,0.47619047619047616,hydrated,"(135,140]","(130,140]","(120,140]",86.80000000000001,0.962299073028746,1.3804836900000002,25.524546750865756,14.699794123855751,-0.342,seki
2020_October_QUKE_1.5_2,2020_October_QUKE_1.5,1.5,2,"2020_October_HP_QUKE_(60,70]",QUKE,HP,7.955,0,33,15,0.5,15,5,55,42,1,238.2,292.8,234.1,NA,2.2544,0,2020_October,2020,October,7.6837,7.947,0.2633,1,63.02058401,63.02058401,"(60,70]",2020_October,0.61,Dry,1,100,0.7692307692307693,moderate,"(60,65]","(60,70]","(60,80]",54.60000000000002,0.9668680005033344,0.6302058401,29.182301557159136,18.85845669471448,-0.309,seki
2020_October_QUKE_1.6_1,2020_October_QUKE_1.6,1.6,1,"2020_October_HP_QUKE_(140,150]",QUKE,HP,0.224,0,36,20,0.5,20,7,33,26,1,238.5,269.7,230.4,NA,1.9786,0,2020_October,2020,October,7.4194,7.6923,0.2729,1,142.4321503,142.4321503,"(140,150]",2020_October,0.61,Dry,1,67,1.4285714285714286,hydrated,"(140,145]","(140,150]","(140,160]",31.19999999999999,0.9645229645229644,1.4243215029999998,27.1872480762184,18.159020597145343,-0.224,seki
2020_October_QUKE_1.7_5,2020_October_QUKE_1.7,1.7,5,"2020_October_HP_QUKE_(100,110]",QUKE,HP,3.312,0,30,18,0.5,18,5,63,58,1,212.3,207.8,206.3,NA,0.6864,0,2020_October,2020,October,7.5378,7.8371,0.2993,1,105.9469027,105.9469027,"(100,110]",2020_October,0.61,Dry,1,67,2,hydrated,"(105,110]","(100,110]","(100,120]",-4.5,0.9618098531344502,1.059469027,25.18476445038423,17.741301992211852,-0.235,seki
2020_September_ADFA_1.1_10,2020_September_ADFA_1.1,1.1,10,"2020_September_HP_ADFA_(70,80]",ADFA,HP,6.006,Ignition due to veg touching flame,23,102,33,135,36,196,127,1,220,257.6,231.3,50,2.5316,1,2020_September,2020,September,0.2821,0.4895,0.2074,St. Marys,73.52002836,73.52002836,"(70,80]",2020_September,0.01,Dry,1,61,0.277777777777778,moderate,"(70,75]","(70,80]","(60,80]",37.60000000000002,0.576302349336057,0.7352002836,1.36017357762777,11.901532314993396,-0.123,local
2020_September_ADFA_1.1_3,2020_September_ADFA_1.1,1.1,3,"2020_September_HP_ADFA_(70,80]",ADFA,HP,3.979,0,24,76,13,89,6,81,62,1,291.2,300.2,295.3,50,1.1661,1,2020_September,2020,September,0.3147,0.5476,0.2329,St. Marys,74.00699078,74.00699078,"(70,80]",2020_September,0.01,Dry,1,61,1.66666666666667,moderate,"(70,75]","(70,80]","(60,80]",9,0.574689554419284,0.7400699078,1.3512237011593,15.167348802468569,-0.123,local
